あい /アイ/
おーけすとらぴっと /オーケストラピット/
おーけすとれーしょん /オーケストレーション/
おーけー /オーケー/
おーさ /オーサ/
おーさりんぐ /オーサリング/
おーさー /オーサー/
おーしゃん /オーシャン/
おーしゃんぶるー /オーシャンブルー/
おーじぇ /オージェ/
おーじおろじ /オージオロジ/
おーじー /オージー/
おーすたー /オースター/
おーすちん /オースチン/
おーすてぃん /オースティン/
おーすとらりあ /オーストラリア;.au/
おーすとらりあん /オーストラリアン/
おーすとりあ /オーストリア;.at/
おーすとりっち /オーストリッチ/
おーせんてぃっく /オーセンティック/
おーそ /オーソ/
おーそどっくす /オーソドックス/
おーそらいず /オーソライズ/
おーそりてぃ /オーソリティ/
おーそりてぃー /オーソリティー/
おーそん /オーソン/
おーぞんぬ /オーゾンヌ/
おーたむ /オータム/
おーだ /オーダ/
おーだー /オーダー/
おーだーしーと /オーダーシート/
おーだーすとっぷ /オーダーストップ/
おーだーめいど /オーダーメイド/
おーだーめーど /オーダーメード/
おーちゃーど /オーチャード/
おーちゃーどほーる /オーチャードホール/
おーつ /オーツ/
おーてぃす /オーティス/
おーでぃえんす /オーディエンス/
おーでぃお /オーディオ/
おーでぃおけーぶる /オーディオケーブル/
おーでぃおしすてむ /オーディオシステム/
おーでぃおびじゅある /オーディオビジュアル/
おーでぃおふぁいる /オーディオファイル/
おーでぃおぷれいやー /オーディオプレイヤー/
おーでぃおぷれーやー /オーディオプレーヤー/
おーでぃしょん /オーディション/
おーでぃとりあむ /オーディトリアム/
おーでぃなりー /オーディナリー/
おーでぃん /オーディン/
おーでころん /オーデコロン;eau de Cologne/
おーでんせ /オーデンセ/
おーと /オート/
おーときゃんぷ /オートキャンプ/
おーとくちゅーる /オートクチュール;(Fr)haute couture/
おーとぐらふ /オートグラフ/
おーとこれくと /オートコレクト/
おーとこんぷりーと /オートコンプリート/
おーとばい /オートバイ/
おーとばっくす /オートバックス;www.autobacks.com/
おーとぱいろっと /オートパイロット/
おーとふぃる /オートフィル/
おーとふぉーかす /オートフォーカス/
おーとま /オートマ/
おーとまうんと /オートマウント/
おーとまた /オートマタ/
おーとまちっく /オートマチック/
おーとまてぃっく /オートマティック/
おーとまとん /オートマトン;※単数形(automaton)/
おーとみーる /オートミール/
おーとめーしょん /オートメーション/
おーともーびる /オートモービル/
おーとりばーす /オートリバース/
おーとりぴーと /オートリピート/
おーとりーす /オートリース/
おーとれいず /オートレイズ/
おーとれーす /オートレース/
おーとろぐいん /オートログイン/
おーとろっく /オートロック/
おーとろーでぃんぐ /オートローディング/
おーとろーど /オートロード/
おーとろーん /オートローン/
おーど /オード/
おーどとわれ /オードトワレ;eau de toilette/
おーどぶる /オードブル;hors-d'oeuvre/
おーどりー /オードリー/
おーな /オーナ/
おーなめんと /オーナメント/
おーなー /オーナー/
おーなーしぇふ /オーナーシェフ/
おーなーしっぷ /オーナーシップ/
おーにんぐ /オーニング/
おーねっと /オーネット/
おーば /オーバ/
おーばこんぷりーと /オーバコンプリート/
おーばへっど /オーバヘッド/
おーばらいと /オーバライト/
おーばらっぷ /オーバラップ/
おーばる /オーバル/
おーばれい /オーバレイ/
おーばー /オーバー/
おーばーおーる /オーバーオール/
おーばーきる /オーバーキル/
おーばーくろっく /オーバークロック/
おーばーこーと /オーバーコート/
おーばーしーず /オーバーシーズ/
おーばーすかーと /オーバースカート/
おーばーすてい /オーバーステイ/
おーばーすぺっく /オーバースペック/
おーばーたいむ /オーバータイム/
おーばーだびんぐ /オーバーダビング/
おーばーちゃーじ /オーバーチャージ/
おーばーちゅあ /オーバーチュア/
おーばーていく /オーバーテイク/
おーばーとっぷ /オーバートップ/
おーばーど /オーバード/
おーばーどくたー /オーバードクター/
おーばーどらいぶ /オーバードライブ/
おーばーないと /オーバーナイト/
おーばーにー /オーバーニー/
おーばーぱー /オーバーパー/
おーばーびゅー /オーバービュー/
おーばーふろー /オーバーフロー/
おーばーぶっきんぐ /オーバーブッキング/
おーばーぶらうす /オーバーブラウス/
おーばーへっど /オーバーヘッド/
おーばーほーる /オーバーホール/
おーばーらいと /オーバーライト/
おーばーらいど /オーバーライド/
おーばーらいん /オーバーライン;~/
おーばーらっぷ /オーバーラップ/
おーばーらん /オーバーラン/
おーばーれい /オーバーレイ/
おーばーろーでぃんぐ /オーバーローディング/
おーばーろーど /オーバーロード/
おーばーわーく /オーバーワーク/
おーぱす /オーパス/
おーぱーつ /オーパーツ;out of place artifacts/
おーびす /オービス;ねずみとり/
おーびたる /オービタル/
おーびたー /オービター/
おーびっと /オービット/
おーふぁん /オーファン/
おーぶ /オーブ/
おーぶりおん /オーブリオン;Haut Brion/
おーぶりー /オーブリー/
おーぶん /オーブン/
おーぶんとーすたー /オーブントースター;和製英語(toaster oven)/
おーぶんれんじ /オーブンレンジ;和製英語/
おーぷなー /オープナー/
おーぷにんぐ /オープニング/
おーぷにんぐてーま /オープニングテーマ/
おーぷん /オープン/
おーぷんえあ /オープンエア/
おーぷんえんど /オープンエンド/
おーぷんおふぃす /オープンオフィス;www.openoffice.org/
おーぷんかふぇ /オープンカフェ;和製語/
おーぷんかー /オープンカー/
おーぷんきっちん /オープンキッチン/
おーぷんきゃんぱす /オープンキャンパス/
おーぷんごるふ /オープンゴルフ/
おーぷんしすてむ /オープンシステム/
おーぷんじょー /オープンジョー/
おーぷんすくーる /オープンスクール/
おーぷんすぺーす /オープンスペース/
おーぷんそーす /オープンソース/
おーぷんはうす /オープンハウス/
おーぷんはーと /オープンハート/
おーぷんぷらいす /オープンプライス/
おーぷんらぼ /オープンラボ;openlab.jp/
おーぷんりーる /オープンリール/
おーべるじゅ /オーベルジュ/
おーぼえ /オーボエ/
おーむ /オーム/
おーめどっく /オーメドック;Haut Medoc/
おーめん /オーメン/
おーら /オーラ/
おーらい /オーライ/
おーらる /オーラル/
おーらるせっくす /オーラルセックス/
おーらんど /オーランド/
おーりん /オーリン/
おーる /オール/
おーるあばうと /オールアバウト;all about/
おーるいんわん /オールインワン;all-in-one/
おーるうぇいず /オールウェイズ/
おーるうぇざー /オールウェザー/
おーるからー /オールカラー/
おーるくりあ /オールクリア/
おーるぐりーん /オールグリーン/
おーるしーずん /オールシーズン/
おーるすたんでぃんぐ /オールスタンディング/
おーるすたー /オールスター/
おーるすたーげーむ /オールスターゲーム/
おーるすたーず /オールスターズ/
おーるすぱいす /オールスパイス/
おーるたいむ /オールタイム/
おーるでぃーず /オールディーズ/
おーるど /オールド/
おーるどたいぷ /オールドタイプ/
おーるどふぁっしょん /オールドファッション/
おーるどみす /オールドミス;和製英語(old maid)/
おーるないと /オールナイト/
おーるぬーど /オールヌード/
おーるばっく /オールバック/
おーるぱす /オールパス/
おーるまいてぃ /オールマイティ/
おーるまいてぃー /オールマイティー/
おーるまん /オールマン/
おーるらいと /オールライト/
おーるらうんど /オールラウンド/
おーる・あばうと・ /オール・アバウト・/
おーれ /オーレ/
おーろら /オーロラ/
おーろらそーす /オーロラソース/
おーろらびじょん /オーロラビジョン;和製英語/
かい /カイ/
かいえ /カイエ;(Fr)ノート/
かいえん /カイエン/
かいえんぬ /カイエンヌ/
かいえんぬぺっぱー /カイエンヌペッパー/
かいえんぺっぱー /カイエンペッパー/
かいざー /カイザー/
かいぜる /カイゼル/
かいと /カイト/
かいねちん /カイネチン/
かいぱー /カイパー/
かいまん /カイマン/
かいよわ /カイヨワ/
かいらす /カイラス/
かいろ /カイロ/
かいろぷらくてぃっく /カイロプラクティック/
かいん /カイン/
かいんど /カインド/
かう /カウ/
かうあい /カウアイ/
かうがーる /カウガール/
かうす /カウス/
かうち /カウチ/
かうちぽてと /カウチポテト/
かうぱー /カウパー/
かうふまん /カウフマン/
かうべる /カウベル/
かうぼーい /カウボーイ/
かうんせらー /カウンセラー/
